DATE,RCH[m3/s],RCH[m/day],m3/d,R_h,Q_l,Q_h,R_conduit
2018-03-16,0.031490052,0.000587633,2720.7404927999996,2964.4100767387595,2420.26197817876,2955.5101903437176,544.1480985599998
2018-03-17,0.031291465,0.000583927,2703.582576,2924.9430649457336,2384.226549745734,2908.6987454615623,540.7165151999999
2018-03-18,0.031092961,0.000580223,2686.4318304,2888.601563866131,2351.315197786131,2868.109306041783,537.2863660799999
2018-03-19,0.030870631,0.000576074,2667.2225184,2854.304495836873,2320.859992156873,2831.863641446778,533.4445036799999
2018-03-20,0.030647887,0.000571917,2647.9774368,2822.1085535365105,2292.5130661765106,2798.9680357529005,529.5954873599999
2018-03-21,0.030430784,0.000567866,2629.2197376,2791.877795042999,2266.033847522999,2768.783145642506,525.8439475199999
2018-03-22,0.030244565,0.000564391,2613.130416,2764.085798661779,2241.459715461779,2741.2790586352676,522.6260831999999
2018-03-23,0.030050769,0.000560775,2596.3864416,2737.7279250763304,2218.4506367563304,2715.7463730477393,519.2772883199999
2018-03-24,0.029844387,0.000556923,2578.5550368,2712.376719092044,2196.665711732044,2691.5529721579423,515.7110073599998
2018-03-25,0.029638797,0.000553087,2560.7920608,2688.0996350591577,2175.9412228991578,2668.452463367189,512.1584121599999
2018-03-26,0.029440777,0.000549392,2543.6831328000003,2664.9385891268757,2156.201962566876,2646.37378966204,508.73662655999993
2018-03-27,0.087494733,0.001632731,7559.5449312,4212.911706341913,2701.0027201019134,3670.7726483904044,1511.9089862399996
2018-03-28,0.047919116,0.000894214,4140.2116224,3614.608365476445,2786.5660409964453,3747.119606964856,828.0423244799998
2018-03-29,0.035971212,0.000671255,3107.9127168,3366.1155628985434,2744.5330195385436,3595.3324300917575,621.5825433599998
2018-03-30,0.034305064,0.000640164,2963.9575296000003,3285.0531460383477,2692.2616401183477,3452.3308277182264,592.79150592
2018-03-31,0.032996861,0.000615751,2850.9287904000003,3204.834793106578,2634.6490350265785,3321.1571513861095,570.1857580799999
2018-04-01,0.036009922,0.000671978,3111.2572608,3236.510435492458,2614.258983332458,3275.5873022609107,622.2514521599999
2018-04-02,0.032073479,0.00059852,2771.1485856000004,3112.8610843731135,2558.6313672531137,3170.2677356977683,554.2297171199999
2018-04-03,0.031343582,0.0005849,2708.0854848000004,3045.3456470952774,2503.7285501352776,3076.30639957583,541.6170969599999
2018-04-04,0.030694616,0.000572789,2652.0148224,2980.6351777051386,2450.232213225139,2992.042039569689,530.4029644799999
2018-04-05,0.030583242,0.000570711,2642.3921088,2931.626041319219,2403.147619559219,2924.5372659632985,528.47842176
2018-04-06,0.083134813,0.001551371,7182.8478432,4307.755479899329,2871.185911259329,3815.0033033643645,1436.5695686399997
2018-04-07,0.0412514,0.000769789,3564.12096,3581.2256232030227,2868.4014312030226,3746.5726824310295,712.8241919999999
2018-04-08,0.036923182,0.00068902,3190.1629248,3462.1560633721997,2824.1234784122,3619.35481303666,638.0325849599999
2018-04-09,0.03490632,0.000651384,3015.906048,3369.7088784104917,2766.527668810492,3487.5535775648214,603.1812095999999
2018-04-10,0.034743108,0.000648338,3001.8045312,3315.7768089114224,2715.415902671423,3384.5239382713503,600.3609062399998
2018-04-11,0.032821448,0.000612478,2835.7731072,3220.0188857438243,2652.8642643038243,3271.2306962133957,567.1546214399999
2018-04-12,0.03814202,0.000711765,3295.470528,3309.6500720372883,2650.5559664372886,3279.516319387193,659.0941055999998
2018-04-13,0.032195124,0.00060079,2781.6587136,3147.3556497792683,2591.0239070592684,3178.522639674286,556.3317427199999
2018-04-14,0.181562913,0.003388129,15687.0356832,7122.63569322937,3985.228556589371,5781.651406498037,3137.4071366399994
2018-04-15,0.233275732,0.004353137,20155.023244800002,9715.663811044458,5684.659162084459,8710.06889836004,4031.0046489599995
2018-04-16,0.074425474,0.001388847,6430.3609536,6895.079496915835,5609.007306195836,8120.551382081724,1286.0721907199998
2018-04-17,0.08763234,0.001635299,7571.434176000001,7186.0337462404195,5671.74691104042,7926.3360438915315,1514.2868351999998
2018-04-18,0.08738343,0.001630654,7549.928352,7233.27998931876,5723.294318918761,7787.697703268575,1509.9856703999997
2018-04-19,0.081457568,0.001520072,7037.933875199999,7117.868483332533,5710.281708292534,7586.160311685147,1407.5867750399996
2018-04-20,0.108591775,0.002026421,9382.32936,7838.12902945158,5961.66315745158,7926.949488428517,1876.4658719999995
2018-04-21,0.065592716,0.00122402,5667.2106624,6895.200042077159,5761.75790959716,7423.163977020238,1133.4421324799996
2018-04-22,0.0554492,0.001034732,4790.81088,6449.844796813557,5491.682620813557,6860.305799631695,958.1621759999998
2018-04-23,0.051686967,0.000964526,4465.7539488,6116.162285925258,5223.011496165259,6363.125987317034,893.1507897599998
2018-04-24,0.049055466,0.000915419,4238.3922624,5814.168272570922,4966.489820090923,5933.658599655464,847.6784524799998
2018-04-25,0.048128879,0.000898129,4158.3351456,5568.581810705394,4736.914781585394,5584.645286208638,831.6670291199998
2018-04-26,0.047212083,0.00088102,4079.1239712,5346.433391177839,4530.608596937839,5296.167971417161,815.8247942399998
2018-04-27,0.045107134,0.00084174,3897.2563776,5112.267383177741,4332.816107657742,5032.04988204343,779.4512755199999
2018-04-28,0.044243553,0.000825625,3822.6429792,4918.886462096058,4154.357866256058,4808.52237607745,764.5285958399999
2018-04-29,0.043365767,0.000809245,3746.8022688,4741.75007284581,3992.38961908581,4615.711006033013,749.3604537599998
2018-04-30,0.04028147,0.000751689,3480.319008,4519.314602909796,3823.2508013097963,4406.8964209381575,696.0638015999998
2018-05-01,0.038474266,0.000717965,3324.1765824,4325.138782835224,3660.303466355225,4208.83644491759,664.8353164799998
2018-05-02,0.038484402,0.000718154,3325.0523328,4185.277308899093,3520.2668423390933,4051.700987058069,665.0104665599998
2018-05-03,0.046523776,0.000868176,4019.6542464000004,4281.56160928842,3477.6307600084206,4070.228577874074,803.9308492799998
2018-05-04,0.118662266,0.002214346,10252.4197824,6189.5174257160415,4139.033469236042,5374.63771607292,2050.4839564799995
2018-05-05,0.236518902,0.004413657,20435.2331328,9935.361520976596,5848.314894416597,8489.11821312477,4087.046626559999
2018-05-06,0.076300886,0.001423844,6592.3965504,7086.378532923073,5767.899222843073,8009.904513391121,1318.4793100799998
2018-05-07,0.059603086,0.001112248,5149.7066304,6567.101800329841,5537.160474249842,7357.875820587595,1029.9413260799997
2018-05-08,0.050743783,0.000946925,4384.2628512,6129.8480174292645,5252.995447189264,6708.550822181706,876.8525702399999
2018-05-09,0.048242351,0.000900246,4168.1391264,5818.035492019568,4984.4076667395675,6170.4748296418475,833.6278252799999
2018-05-10,0.113569365,0.002119307,9812.393136,7348.057251828028,5385.578624628028,6931.456828528583,1962.4786271999997
2018-05-11,0.057460168,0.001072259,4964.5585152,6180.539873922504,5187.628170882504,6508.403464674721,992.9117030399998
2018-05-12,0.318687539,0.005946999,27534.6033696,13052.156478274152,7545.2358043541535,10875.082618707145,5506.920673919999
2018-05-13,0.24204252,0.004516733,20912.473728,13013.594594880571,8831.099849280572,12856.169909980206,4182.494745599999
2018-05-14,0.116729721,0.002178282,10085.4478944,10741.40561343409,8724.316034554091,12149.243383214125,2017.0895788799996
2018-05-15,0.120262596,0.002244209,10390.6882944,10744.806537569319,8666.66887868932,11694.030440183054,2078.13765888
2018-05-16,0.08712987,0.001625922,7528.020767999999,9802.077715288813,8296.473561688814,10766.323768458655,1505.6041535999996
2018-05-17,0.077270301,0.001441934,6676.1540064,9217.92731304918,7882.696511769181,9887.962481318911,1335.2308012799997
2018-05-18,0.071746657,0.001338858,6198.911164800001,8713.179283539095,7473.397050579096,9119.026307334345,1239.7822329599999
2018-05-19,0.067559629,0.001260724,5837.1519456,8248.312870525222,7080.882481405222,8453.273419434763,1167.4303891199997
2018-05-20,0.065589992,0.001223969,5666.9753088,7857.655230354091,6724.260168594092,7903.131371411453,1133.3950617599996
2018-05-21,0.063191257,0.001179206,5459.7246048,7486.2978216885185,6394.352900728519,7431.76769135801,1091.9449209599998
2018-05-22,0.062685862,0.001169775,5416.0584768,7188.953739388126,6105.742044028127,7053.523136922563,1083.2116953599998
2018-05-23,0.059001161,0.001101015,5097.7003104000005,6841.420654708989,5821.880592628989,6688.983401488066,1019.5400620799999
2018-05-24,0.056879306,0.001061419,4914.3720384,6540.10138564173,5557.226977961731,6362.7938183456545,982.8744076799998
2018-05-25,0.055245181,0.001030925,4773.1836384,6268.448496227888,5313.811768547888,6074.705792706002,954.6367276799998
2018-05-26,0.054062528,0.001008856,4671.0024192,6027.230875741585,5093.030391901585,5824.072848680144,934.2004838399998
2018-05-27,0.055232635,0.001030691,4772.099664,5868.901232203362,4914.481299403363,5644.6845324833575,954.4199327999999
2018-05-28,0.052087748,0.000972005,4500.3814272,5630.572922773292,4730.496637333292,5442.949779372192,900.0762854399998
2018-05-29,0.049065144,0.0009156,4239.2284416,5390.86638188583,4543.020693565831,5226.8297965523525,847.8456883199999
2018-05-30,0.04771803,0.000890462,4122.837792,5193.323187570614,4368.755629170614,5030.11300871528,824.5675583999998
2018-05-31,0.049651497,0.000926542,4289.8893408,5095.5753154163285,4237.597447256328,4907.447414970013,857.9778681599998
2018-06-01,0.04925234,0.000919093,4255.402176,4972.019283552441,4120.938848352442,4800.119549456631,851.0804351999998
2018-06-02,0.044719229,0.000834501,3863.7413856,4749.4947218903,3976.7464447703,4630.937768277741,772.7482771199998
2018-06-03,0.043377938,0.000809472,3747.8538432,4589.332341580858,3839.7615729408585,4472.029515361781,749.5707686399999
2018-06-04,0.042153127,0.000786616,3642.0301728,4438.508366642738,3710.1023320827385,4323.259913045173,728.4060345599999
2018-06-05,0.040329097,0.000752578,3484.4339808,4277.831407600755,3580.944611440755,4171.695384623198,696.8867961599998
2018-06-06,0.038248509,0.000713752,3304.6711776,4110.669773250249,3449.7355377302492,4013.55846160161,660.9342355199999
2018-06-07,0.036128223,0.000674185,3121.4784672,3940.673844214414,3316.3781507744143,3849.7915798210756,624.2956934399999
2018-06-08,0.035163429,0.000656181,3038.1202656,3799.9787325331963,3192.3546794131967,3702.5187526434065,607.6240531199999
2018-06-09,0.045824794,0.000855132,3959.2622016,3980.714831194549,3188.862390874549,3776.6594459862526,791.8524403199998
2018-06-10,0.172330579,0.003215845,14889.362025600001,7387.902608139312,4410.0302030193125,6100.562930758441,2977.8724051199997
2018-06-11,0.121823585,0.002273339,10525.557744,7076.599990724609,4971.488441924609,6977.420915501954,2105.1115487999996
2018-06-12,0.064209326,0.001198204,5547.6857664,6006.358019171964,4896.820865891964,6625.255661266084,1109.5371532799998
2018-06-13,0.057430204,0.0010717,4961.9696256,5759.400467854289,4767.006542734289,6243.265810551874,992.3939251199997
2018-06-14,0.052956546,0.000988217,4575.4455744,5527.164645964288,4612.075531084288,5876.206647662209,915.0891148799998
2018-06-15,0.049043787,0.000915202,4237.3831967999995,5288.448514134087,4440.971874774088,5527.697940358875,847.4766393599997
2018-06-16,0.044852018,0.000836979,3875.2143552,5028.302691128116,4253.259820088116,5186.076812318327,775.0428710399999
2018-06-17,0.042415212,0.000791506,3664.6743168000003,4801.18183211738,4068.2469687573794,4879.4174031385965,732.9348633599999
2018-06-18,0.039981621,0.000746093,3454.4120544,4576.468954104146,3885.586543224146,4598.231880353811,690.8824108799998
2018-06-19,0.269205585,0.00502362,23259.362544000003,10598.525540900766,5946.653032100767,8493.960581187379,4651.872508799999
2018-06-20,0.114758394,0.002141496,9915.1252416,8207.640682985859,6224.615634665859,8712.600807739156,1983.0250483199998
2018-06-21,0.340140991,0.006347339,29388.1816224,14522.282112001438,8644.645787521438,12940.843987502369,5877.636324479999
2018-06-22,0.258007292,0.00481465,22291.8300288,14389.446346254035,9931.080340494036,14729.369792613401,4458.366005759999
2018-06-23,0.124053804,0.002314957,10718.2486656,11884.822676492071,9741.172943372072,13728.746148378235,2143.6497331199994
2018-06-24,0.102864861,0.001919552,8887.523990400001,11150.31621630478,9372.811418224781,12610.79712802336,1777.5047980799998
2018-06-25,0.095573556,0.001783489,8257.5552384,10636.975054054112,8985.464006374112,11641.728479709267,1651.5110476799996
2018-06-26,0.087810206,0.001638618,7586.8017984,10094.581206582538,8577.220846902537,10769.665846919459,1517.3603596799996
2018-06-27,0.092090994,0.001718501,7956.6618816,9858.88843539538,8267.556059075381,10181.758524879675,1591.3323763199996
2018-06-28,0.08303292,0.00154947,7174.044288,9348.400028660828,7913.591171060828,9567.905891409744,1434.8088575999998
2018-06-29,0.079516297,0.001483846,6870.2080608,8949.193322081912,7575.151709921913,9030.843951348428,1374.0416121599997
2018-06-30,0.075230973,0.001403878,6499.956067200001,8542.616763499245,7242.625550059245,8536.674716962627,1299.99121344
2018-07-01,0.073081207,0.001363762,6314.2162848,8198.69345390855,6935.8501969485515,8112.25645876882,1262.8432569599997
2018-07-02,0.074892714,0.001397566,6470.7304896,7983.699082130954,6689.5529842109545,7811.490889664885,1294.1460979199996
2018-07-03,0.072046572,0.001344454,6224.8238208,7695.16059851102,6450.1958343510205,7521.609472083298,1244.9647641599997
2018-07-04,0.067232713,0.001254623,5808.9064032,7359.547215340278,6197.765934700278,7204.869898105897,1161.7812806399997
2018-07-05,0.062614781,0.001168449,5409.9170784,7017.9728323030395,5935.98941662304,6871.12896277833,1081.9834156799998
2018-07-06,0.058328558,0.001088464,5039.5874112,6677.302170590215,5669.384688350215,6530.257378098399,1007.9174822399998
2018-07-07,0.05547845,0.001035278,4793.3380799999995,6371.192312941184,5412.524696941185,6209.594669112057,958.6676159999997
2018-07-08,0.052497897,0.000979658,4535.8183008000005,6069.94654921902,5162.78288905902,5902.020752087929,907.16366016
2018-07-09,0.049162136,0.00091741,4247.6085504,5765.247152315556,4915.725442235556,5598.137388832998,849.5217100799998
2018-07-10,0.046700138,0.000871467,4034.8919232000003,5486.410160360979,4679.431775720979,5312.8380733719,806.9783846399998
2018-07-11,0.045107451,0.000841746,3897.2837664,5240.263862236842,4460.807108956842,5057.495777494882,779.4567532799998
2018-07-12,0.043250454,0.000807093,3736.8392256,5002.187952090084,4254.8201069700835,4820.573559256304,747.3678451199999
2018-07-13,0.040579179,0.000757244,3506.0410656,4753.030104461472,4051.821891341472,4583.43831012205,701.2082131199999
2018-07-14,0.045939813,0.000857279,3969.1998432,4722.957177632066,3929.117208992066,4490.596059507032,793.8399686399998
2018-07-15,0.047652924,0.000889247,4117.2126336,4663.611141416377,3840.168614696377,4443.42054358048,823.4425267199998
2018-07-16,0.044894701,0.000837776,3878.9021664,4512.762484555685,3736.9820512756846,4351.910731382052,775.7804332799999
2018-07-17,0.043747065,0.00081636,3779.746416,4393.085445889088,3637.1361626890885,4256.105321218386,755.9492831999999
2018-07-18,0.042106048,0.000785737,3637.9625472,4262.981414639016,3535.3889051990163,4148.652325578595,727.5925094399998
2018-07-19,0.040062538,0.000747603,3461.4032832000003,4120.3922828295545,3428.1116261895545,4025.4164386773555,692.2806566399998
2018-07-20,0.040261566,0.000751317,3478.5993024,4033.4989808718165,3337.7791203918164,3930.5721067623876,695.7198604799999
2018-07-21,0.046517932,0.000868067,4019.1493247999997,4124.464632874562,3320.6347679145624,3966.431835163458,803.8298649599998
2018-07-22,0.045392724,0.000847069,3921.9313536000004,4079.3884827297234,3295.0022120097237,3970.504698886641,784.3862707199999
2018-07-23,0.042574261,0.000794474,3678.4161504000003,3981.3677412531624,3245.6845111731627,3920.5298223519676,735.6832300799999
2018-07-24,0.040576553,0.000757195,3505.8141792,3885.10270351932,3183.9398676793203,3844.2347373246685,701.1628358399998
2018-07-25,0.038545883,0.000719301,3330.3642912000005,3777.2619450586153,3111.1890868186156,3747.275266066398,666.07285824
2018-07-26,0.03745181,0.000698885,3235.836384,3685.2035664720092,3038.0362896720094,3651.255933248643,647.1672767999999
2018-07-27,0.036593153,0.000682861,3161.6484192000003,3599.145515908328,2966.815832068328,3560.1030244704934,632.3296838399999
2018-07-28,0.0358282,0.000668587,3095.5564799999997,3517.275237338761,2898.1639413387616,3474.3104615402685,619.1112959999998
2018-07-29,0.034983876,0.000652831,3022.6068864,3435.474338108135,2830.952960828135,3391.1845429311584,604.5213772799998
2018-07-30,0.034317704,0.000640399,2965.0496255999997,3359.715029499396,2766.7051043793963,3313.306633488568,593.0099251199998
2018-07-31,0.034337447,0.000640768,2966.7554208,3304.994081055881,2711.642996895881,3251.787353263236,593.3510841599999
2018-08-01,0.033489402,0.000624943,2893.4843328,3234.7800891640572,2656.0832226040575,3187.2985619522715,578.6968665599999
2018-08-02,0.032745216,0.000611055,2829.1866624,3166.9378101082893,2601.1004776282894,3122.491100587449,565.8373324799999
2018-08-03,0.032380396,0.000604248,2797.6662143999997,3109.818269653129,2550.285026773129,3064.316098256923,559.5332428799999
2018-08-04,0.031760859,0.000592686,2744.1382176,3049.4162469160906,2500.5886033960905,3006.720484751502,548.8276435199999
2018-08-05,0.031048271,0.000579389,2682.5706144,2987.4682306134378,2450.954107733438,2947.972770755775,536.51412288
2018-08-06,0.03217934,0.000600496,2780.294976,2975.272565162756,2419.213569962756,2921.4956350864895,556.0589951999999
2018-08-07,0.03217952,0.000600499,2780.3105280000004,2947.9805549039706,2391.9184493039706,2899.569157927398,556.0621056
2018-08-08,0.032499726,0.000606474,2807.9763264,2933.1384802382145,2371.543214958215,2887.065191252919,561.5952652799998
2018-08-09,0.032883507,0.000613636,2841.1350048,2925.9612863616644,2357.7342854016647,2883.1114986102302,568.2270009599998
2018-08-10,0.032329384,0.000603296,2793.2587776,2899.148224056631,2340.4964685366313,2869.0711286054448,558.6517555199999
2018-08-11,0.031766894,0.000592799,2744.6596415999998,2869.160771120703,2320.228842800703,2847.308530843708,548.9319283199999
2018-08-12,0.031185669,0.000581953,2694.4418016,2836.0626469078043,2297.1742865878045,2819.3760354128876,538.8883603199998
2018-08-13,0.030600527,0.000571034,2643.8855328,2800.4621726991118,2271.6850661391118,2786.67924187077,528.7771065599999
2018-08-14,0.030004099,0.000559904,2592.3541536,2762.4636528028364,2243.9928220828365,2750.1297145713247,518.4708307199999
2018-08-15,0.029283094,0.000546449,2530.0593215999997,2719.2123353304387,2213.200471010439,2708.371070981112,506.01186431999986
2018-08-16,0.029144472,0.000543862,2518.0823808,2688.9941078785773,2185.3776317185775,2673.035969073705,503.6164761599999
2018-08-17,0.031061529,0.000579636,2683.7161056,2716.744188225177,2180.000967105177,2679.494355976757,536.7432211199999
2018-08-18,0.032013292,0.000597397,2765.9484288,2737.776741496052,2184.587055736052,2700.7434692003903,553.1896857599999
2018-08-19,0.031219639,0.000582587,2697.3768096,2720.3264325282044,2180.8510706082047,2702.210514919777,539.4753619199998
2018-08-20,0.030218663,0.000563908,2610.8924832,2690.130375481456,2167.951878841456,2684.9614447278213,522.1784966399998
2018-08-21,0.029806263,0.000556212,2575.2611232,2667.920086242052,2152.8678616020525,2663.974545819472,515.0522246399998
2018-08-22,0.029624235,0.000552815,2559.533904,2650.0409390257646,2138.1341582257646,2644.234404787747,511.90678079999986
